,EF1_Satzart,EF2_Gebietstand,EF3_ARS,EF4_Verband,EF5_Verbandsbezeichnung,EF6_Sitz_des_Verbandes,EF7_Schlüsselfelder,EF8_Leer,EF9_Frei für landesinterne Angaben,BL_nr,BL_name
1624,50,20241031,03251,5404.0,Kirchdorf,Kirchdorf,52.0,,,3,Niedersachsen
1625,50,20241031,03251,5405.0,Rehden,Rehden,52.0,,,3,Niedersachsen
1626,50,20241031,03251,5406.0,Schwaförden,Schwaförden,52.0,,,3,Niedersachsen
1627,50,20241031,03251,5407.0,Siedenburg,Siedenburg,52.0,,,3,Niedersachsen
1674,50,20241031,03252,1.0,"Aerzen, Flecken",,50.0,,,3,Niedersachsen
1675,50,20241031,03252,2.0,"Bad Münder am Deister, Stadt",,50.0,,,3,Niedersachsen
1676,50,20241031,03252,3.0,"Bad Pyrmont, Stadt",,50.0,,,3,Niedersachsen
1677,50,20241031,03252,4.0,"Coppenbrügge, Flecken",,50.0,,,3,Niedersachsen
1678,50,20241031,03252,5.0,Emmerthal,,50.0,,,3,Niedersachsen
1679,50,20241031,03252,6.0,"Hameln, Stadt",,50.0,,,3,Niedersachsen
1680,50,20241031,03252,7.0,"Hessisch Oldendorf, Stadt",,50.0,,,3,Niedersachsen
1681,50,20241031,03252,8.0,"Salzhemmendorf, Flecken",,50.0,,,3,Niedersachsen
1691,50,20241031,03254,2.0,"Alfeld (Leine), Stadt",,50.0,,,3,Niedersachsen
1692,50,20241031,03254,3.0,Algermissen,,50.0,,,3,Niedersachsen
1693,50,20241031,03254,5.0,"Bad Salzdetfurth, Stadt",,50.0,,,3,Niedersachsen
1694,50,20241031,03254,8.0,"Bockenem, Stadt",,50.0,,,3,Niedersachsen
1695,50,20241031,03254,11.0,Diekholzen,,50.0,,,3,Niedersachsen
1696,50,20241031,03254,14.0,"Elze, Stadt",,50.0,,,3,Niedersachsen
1697,50,20241031,03254,17.0,Giesen,,50.0,,,3,Niedersachsen
1698,50,20241031,03254,20.0,Harsum,,50.0,,,3,Niedersachsen
1699,50,20241031,03254,21.0,"Hildesheim, Stadt",,50.0,,,3,Niedersachsen
1700,50,20241031,03254,22.0,Holle,,50.0,,,3,Niedersachsen
1701,50,20241031,03254,26.0,Nordstemmen,,50.0,,,3,Niedersachsen
1702,50,20241031,03254,28.0,"Sarstedt, Stadt",,50.0,,,3,Niedersachsen
1703,50,20241031,03254,29.0,Schellerten,,50.0,,,3,Niedersachsen
1704,50,20241031,03254,32.0,Söhlde,,50.0,,,3,Niedersachsen
1705,50,20241031,03254,42.0,Freden (Leine),,50.0,,,3,Niedersachsen
1706,50,20241031,03254,44.0,Lamspringe,,50.0,,,3,Niedersachsen
1707,50,20241031,03254,45.0,Sibbesse,,50.0,,,3,Niedersachsen
1708,50,20241031,03254,5406.0,Leinebergland,Gronau (Leine),52.0,,,3,Niedersachsen
1730,50,20241031,03255,8.0,"Delligsen, Flecken",,50.0,,,3,Niedersachsen
1731,50,20241031,03255,23.0,"Holzminden, Stadt",,50.0,,,3,Niedersachsen
1732,50,20241031,03255,5401.0,Bevern,Bevern,52.0,,,3,Niedersachsen
1733,50,20241031,03255,5403.0,Boffzen,Boffzen,52.0,,,3,Niedersachsen
1734,50,20241031,03255,5408.0,Bodenwerder-Polle,Bodenwerder,52.0,,,3,Niedersachsen
1735,50,20241031,03255,5409.0,Eschershausen-Stadtoldendorf,Stadtoldendorf,52.0,,,3,Niedersachsen
1736,50,20241031,03255,9501.0,"Boffzen, gemfr. Gebiet",,50.0,,,3,Niedersachsen
1737,50,20241031,03255,9502.0,"Eimen, gemfr. Gebiet",,50.0,,,3,Niedersachsen
1738,50,20241031,03255,9503.0,"Eschershausen, gemfr. Gebiet",,50.0,,,3,Niedersachsen
1739,50,20241031,03255,9504.0,"Grünenplan, gemfr. Gebiet",,50.0,,,3,Niedersachsen
1740,50,20241031,03255,9505.0,"Holzminden, gemfr. Gebiet",,50.0,,,3,Niedersachsen
1741,50,20241031,03255,9506.0,"Merxhausen, gemfr. Gebiet",,50.0,,,3,Niedersachsen
1742,50,20241031,03255,9508.0,"Wenzen, gemfr. Gebiet",,50.0,,,3,Niedersachsen
1783,50,20241031,03256,22.0,"Nienburg (Weser), Stadt",,50.0,,,3,Niedersachsen
1784,50,20241031,03256,25.0,"Rehburg-Loccum, Stadt",,50.0,,,3,Niedersachsen
1785,50,20241031,03256,30.0,"Steyerberg, Flecken",,50.0,,,3,Niedersachsen
1786,50,20241031,03256,5402.0,Heemsen,Rohrsen,52.0,,,3,Niedersachsen
1787,50,20241031,03256,5407.0,Steimbke,Steimbke,52.0,,,3,Niedersachsen
1788,50,20241031,03256,5408.0,Uchte,Uchte,52.0,,,3,Niedersachsen
1789,50,20241031,03256,5409.0,Grafschaft Hoya,Hoya (Weser),52.0,,,3,Niedersachsen
1790,50,20241031,03256,5410.0,Mittelweser,Stolzenau,52.0,,,3,Niedersachsen
1791,50,20241031,03256,5411.0,Weser-Aue,Marklohe,52.0,,,3,Niedersachsen
1829,50,20241031,03257,3.0,Auetal,,50.0,,,3,Niedersachsen
1830,50,20241031,03257,9.0,"Bückeburg, Stadt",,50.0,,,3,Niedersachsen
1831,50,20241031,03257,28.0,"Obernkirchen, Stadt",,50.0,,,3,Niedersachsen
1832,50,20241031,03257,31.0,"Rinteln, Stadt",,50.0,,,3,Niedersachsen
1833,50,20241031,03257,35.0,"Stadthagen, Stadt",,50.0,,,3,Niedersachsen
1834,50,20241031,03257,5401.0,Eilsen,Bad Eilsen,52.0,,,3,Niedersachsen
1835,50,20241031,03257,5402.0,Lindhorst,Lindhorst,52.0,,,3,Niedersachsen
1836,50,20241031,03257,5403.0,Nenndorf,Bad Nenndorf,52.0,,,3,Niedersachsen
1837,50,20241031,03257,5404.0,Niedernwöhren,Niedernwöhren,52.0,,,3,Niedersachsen
1838,50,20241031,03257,5405.0,Nienstädt,Helpsen,52.0,,,3,Niedersachsen
1839,50,20241031,03257,5406.0,Rodenberg,Rodenberg,52.0,,,3,Niedersachsen
1840,50,20241031,03257,5407.0,Sachsenhagen,Sachsenhagen,52.0,,,3,Niedersachsen
1881,50,20241031,03351,4.0,"Bergen, Stadt",,50.0,,,3,Niedersachsen
1882,50,20241031,03351,6.0,"Celle, Stadt",,50.0,,,3,Niedersachsen
1883,50,20241031,03351,10.0,Faßberg,,50.0,,,3,Niedersachsen
1884,50,20241031,03351,12.0,Hambühren,,50.0,,,3,Niedersachsen
1885,50,20241031,03351,23.0,Wietze,,50.0,,,3,Niedersachsen
1886,50,20241031,03351,24.0,Winsen (Aller),,50.0,,,3,Niedersachsen
1887,50,20241031,03351,25.0,Eschede,,50.0,,,3,Niedersachsen
1888,50,20241031,03351,26.0,Südheide,,50.0,,,3,Niedersachsen
1889,50,20241031,03351,5402.0,Flotwedel,Wienhausen,52.0,,,3,Niedersachsen
1890,50,20241031,03351,5403.0,Lachendorf,Lachendorf,52.0,,,3,Niedersachsen
1891,50,20241031,03351,5404.0,Wathlingen,Wathlingen,52.0,,,3,Niedersachsen
1892,50,20241031,03351,9501.0,"Lohheide, gemfr. Bezirk",,50.0,,,3,Niedersachsen
1915,50,20241031,03352,11.0,"Cuxhaven, Stadt",,50.0,,,3,Niedersachsen
1916,50,20241031,03352,32.0,Loxstedt,,50.0,,,3,Niedersachsen
1917,50,20241031,03352,50.0,Schiffdorf,,50.0,,,3,Niedersachsen
1918,50,20241031,03352,59.0,Beverstedt,,50.0,,,3,Niedersachsen
1919,50,20241031,03352,60.0,Hagen im Bremischen,,50.0,,,3,Niedersachsen
1920,50,20241031,03352,61.0,Wurster Nordseeküste,,50.0,,,3,Niedersachsen
1921,50,20241031,03352,62.0,"Geestland, Stadt",,50.0,,,3,Niedersachsen
1922,50,20241031,03352,5404.0,Börde Lamstedt,Lamstedt,52.0,,,3,Niedersachsen
1923,50,20241031,03352,5407.0,Hemmoor,Hemmoor,52.0,,,3,Niedersachsen
1924,50,20241031,03352,5411.0,Land Hadeln,Otterndorf,52.0,,,3,Niedersachsen
1955,50,20241031,03353,5.0,"Buchholz in der Nordheide, Stadt",,50.0,,,3,Niedersachsen
1956,50,20241031,03353,26.0,Neu Wulmstorf,,50.0,,,3,Niedersachsen
1957,50,20241031,03353,29.0,Rosengarten,,50.0,,,3,Niedersachsen
1958,50,20241031,03353,31.0,Seevetal,,50.0,,,3,Niedersachsen
1959,50,20241031,03353,32.0,Stelle,,50.0,,,3,Niedersachsen
1960,50,20241031,03353,40.0,"Winsen (Luhe), Stadt",,50.0,,,3,Niedersachsen
1961,50,20241031,03353,5401.0,Elbmarsch,Marschacht,52.0,,,3,Niedersachsen
1962,50,20241031,03353,5402.0,Hanstedt,Hanstedt/Nordheide,52.0,,,3,Niedersachsen
1963,50,20241031,03353,5403.0,Hollenstedt,Hollenstedt,52.0,,,3,Niedersachsen
1964,50,20241031,03353,5404.0,Jesteburg,Jesteburg,52.0,,,3,Niedersachsen
1965,50,20241031,03353,5405.0,Salzhausen,Salzhausen,52.0,,,3,Niedersachsen
1966,50,20241031,03353,5406.0,Tostedt,Tostedt,52.0,,,3,Niedersachsen
2010,50,20241031,03354,5403.0,Gartow,Gartow,52.0,,,3,Niedersachsen
2011,50,20241031,03354,5406.0,Elbtalaue,Dannenberg/Elbe,52.0,,,3,Niedersachsen
2012,50,20241031,03354,5407.0,Lüchow (Wendland),"Lüchow, Wendland",52.0,,,3,Niedersachsen
2013,50,20241031,03354,9501.0,"Gartow, gemfr. Gebiet",,50.0,,,3,Niedersachsen
2014,50,20241031,03354,9502.0,"Göhrde, gemfr. Gebiet",,50.0,,,3,Niedersachsen
2045,50,20241031,03355,1.0,Adendorf,,50.0,,,3,Niedersachsen
2046,50,20241031,03355,9.0,"Bleckede, Stadt",,50.0,,,3,Niedersachsen
2047,50,20241031,03355,22.0,"Lüneburg, Hansestadt",,50.0,,,3,Niedersachsen
2048,50,20241031,03355,49.0,Amt Neuhaus,,50.0,,,3,Niedersachsen
2049,50,20241031,03355,5401.0,Amelinghausen,Amelinghausen,52.0,,,3,Niedersachsen
2050,50,20241031,03355,5402.0,Bardowick,Bardowick,52.0,,,3,Niedersachsen
2051,50,20241031,03355,5403.0,Dahlenburg,Dahlenburg,52.0,,,3,Niedersachsen
2052,50,20241031,03355,5404.0,Gellersen,Reppenstedt,52.0,,,3,Niedersachsen
2053,50,20241031,03355,5405.0,Ilmenau,Melbeck,52.0,,,3,Niedersachsen
2054,50,20241031,03355,5406.0,Ostheide,Barendorf,52.0,,,3,Niedersachsen
2055,50,20241031,03355,5407.0,Scharnebeck,Scharnebeck,52.0,,,3,Niedersachsen
2100,50,20241031,03356,2.0,Grasberg,,50.0,,,3,Niedersachsen
2101,50,20241031,03356,5.0,Lilienthal,,50.0,,,3,Niedersachsen
2102,50,20241031,03356,7.0,"Osterholz-Scharmbeck, Stadt",,50.0,,,3,Niedersachsen
2103,50,20241031,03356,8.0,Ritterhude,,50.0,,,3,Niedersachsen
2104,50,20241031,03356,9.0,Schwanewede,,50.0,,,3,Niedersachsen
2105,50,20241031,03356,11.0,Worpswede,,50.0,,,3,Niedersachsen
2106,50,20241031,03356,5401.0,Hambergen,Hambergen,52.0,,,3,Niedersachsen
2119,50,20241031,03357,8.0,"Bremervörde, Stadt",,50.0,,,3,Niedersachsen
2120,50,20241031,03357,16.0,Gnarrenburg,,50.0,,,3,Niedersachsen
2121,50,20241031,03357,39.0,"Rotenburg (Wümme), Stadt",,50.0,,,3,Niedersachsen
2122,50,20241031,03357,41.0,Scheeßel,,50.0,,,3,Niedersachsen
2123,50,20241031,03357,51.0,"Visselhövede, Stadt",,50.0,,,3,Niedersachsen
2124,50,20241031,03357,5401.0,Bothel,Bothel,52.0,,,3,Niedersachsen
2125,50,20241031,03357,5402.0,Fintel,Lauenbrück,52.0,,,3,Niedersachsen
2126,50,20241031,03357,5403.0,Geestequelle,Oerel,52.0,,,3,Niedersachsen
2127,50,20241031,03357,5404.0,Selsingen,Selsingen,52.0,,,3,Niedersachsen
2128,50,20241031,03357,5405.0,Sittensen,Sittensen,52.0,,,3,Niedersachsen
2129,50,20241031,03357,5406.0,Sottrum,Sottrum,52.0,,,3,Niedersachsen
2130,50,20241031,03357,5407.0,Tarmstedt,Tarmstedt,52.0,,,3,Niedersachsen
2131,50,20241031,03357,5408.0,Zeven,Zeven,52.0,,,3,Niedersachsen
2190,50,20241031,03358,2.0,Bispingen,,50.0,,,3,Niedersachsen
2191,50,20241031,03358,8.0,"Bad Fallingbostel, Stadt",,50.0,,,3,Niedersachsen
2192,50,20241031,03358,16.0,"Munster, Stadt",,50.0,,,3,Niedersachsen
2193,50,20241031,03358,17.0,Neuenkirchen,,50.0,,,3,Niedersachsen
2194,50,20241031,03358,19.0,"Schneverdingen, Stadt",,50.0,,,3,Niedersachsen
2195,50,20241031,03358,21.0,"Soltau, Stadt",,50.0,,,3,Niedersachsen
2196,50,20241031,03358,23.0,Wietzendorf,,50.0,,,3,Niedersachsen
2197,50,20241031,03358,24.0,"Walsrode, Stadt",,50.0,,,3,Niedersachsen
2198,50,20241031,03358,5401.0,Ahlden,Hodenhagen,52.0,,,3,Niedersachsen
2199,50,20241031,03358,5402.0,"Rethem (Aller), Stadt",Rethem/Aller,52.0,,,3,Niedersachsen
2200,50,20241031,03358,5403.0,Schwarmstedt,Schwarmstedt,52.0,,,3,Niedersachsen
2201,50,20241031,03358,9501.0,"Osterheide, gemfr. Bezirk",,50.0,,,3,Niedersachsen
2226,50,20241031,03359,10.0,"Buxtehude, Stadt",,50.0,,,3,Niedersachsen
2227,50,20241031,03359,13.0,Drochtersen,,50.0,,,3,Niedersachsen
2228,50,20241031,03359,28.0,Jork,,50.0,,,3,Niedersachsen
2229,50,20241031,03359,38.0,"Stade, Hansestadt",,50.0,,,3,Niedersachsen
2230,50,20241031,03359,5401.0,Apensen,Apensen,52.0,,,3,Niedersachsen
2231,50,20241031,03359,5402.0,Fredenbeck,Fredenbeck,52.0,,,3,Niedersachsen
2232,50,20241031,03359,5403.0,Harsefeld,Harsefeld,52.0,,,3,Niedersachsen
2233,50,20241031,03359,5405.0,Horneburg,Horneburg,52.0,,,3,Niedersachsen
2234,50,20241031,03359,5406.0,Lühe,Steinkirchen,52.0,,,3,Niedersachsen
2235,50,20241031,03359,5407.0,Nordkehdingen,Freiburg/Elbe,52.0,,,3,Niedersachsen
2236,50,20241031,03359,5409.0,Oldendorf-Himmelpforten,Himmelpforten,52.0,,,3,Niedersachsen
2278,50,20241031,03360,4.0,Bienenbüttel,,50.0,,,3,Niedersachsen
2279,50,20241031,03360,25.0,"Uelzen, Hansestadt",,50.0,,,3,Niedersachsen
2280,50,20241031,03360,5404.0,Rosche,Rosche,52.0,,,3,Niedersachsen
2281,50,20241031,03360,5405.0,Suderburg,Suderburg,52.0,,,3,Niedersachsen
2282,50,20241031,03360,5407.0,Bevensen-Ebstorf,Bad Bevensen,52.0,,,3,Niedersachsen
2283,50,20241031,03360,5408.0,Aue,Wrestedt,52.0,,,3,Niedersachsen
2312,50,20241031,03361,1.0,"Achim, Stadt",,50.0,,,3,Niedersachsen
2313,50,20241031,03361,3.0,Dörverden,,50.0,,,3,Niedersachsen
2314,50,20241031,03361,5.0,Kirchlinteln,,50.0,,,3,Niedersachsen
2315,50,20241031,03361,6.0,"Langwedel, Flecken",,50.0,,,3,Niedersachsen
2316,50,20241031,03361,8.0,"Ottersberg, Flecken",,50.0,,,3,Niedersachsen
2317,50,20241031,03361,9.0,Oyten,,50.0,,,3,Niedersachsen
2318,50,20241031,03361,12.0,"Verden (Aller), Stadt",,50.0,,,3,Niedersachsen
2319,50,20241031,03361,5401.0,Thedinghausen,Thedinghausen,52.0,,,3,Niedersachsen
2333,50,20241031,03401,0.0,"Delmenhorst, Stadt",,50.0,,,3,Niedersachsen
2336,50,20241031,03402,0.0,"Emden, Stadt",,50.0,,,3,Niedersachsen
2339,50,20241031,03403,0.0,"Oldenburg (Oldenburg), Stadt",,50.0,,,3,Niedersachsen
2342,50,20241031,03404,0.0,"Osnabrück, Stadt",,50.0,,,3,Niedersachsen
2345,50,20241031,03405,0.0,"Wilhelmshaven, Stadt",,50.0,,,3,Niedersachsen
2348,50,20241031,03451,1.0,Apen,,50.0,,,3,Niedersachsen
2349,50,20241031,03451,2.0,Bad Zwischenahn,,50.0,,,3,Niedersachsen
2350,50,20241031,03451,4.0,Edewecht,,50.0,,,3,Niedersachsen
2351,50,20241031,03451,5.0,Rastede,,50.0,,,3,Niedersachsen
2352,50,20241031,03451,7.0,"Westerstede, Stadt",,50.0,,,3,Niedersachsen
2353,50,20241031,03451,8.0,Wiefelstede,,50.0,,,3,Niedersachsen
2361,50,20241031,03452,1.0,"Aurich, Stadt",,50.0,,,3,Niedersachsen
2362,50,20241031,03452,2.0,Baltrum,,50.0,,,3,Niedersachsen
2363,50,20241031,03452,6.0,Großefehn,,50.0,,,3,Niedersachsen
2364,50,20241031,03452,7.0,Großheide,,50.0,,,3,Niedersachsen
2365,50,20241031,03452,11.0,Hinte,,50.0,,,3,Niedersachsen
2366,50,20241031,03452,12.0,Ihlow,,50.0,,,3,Niedersachsen
2367,50,20241031,03452,13.0,"Juist, Inselgemeinde",,50.0,,,3,Niedersachsen
2368,50,20241031,03452,14.0,Krummhörn,,50.0,,,3,Niedersachsen
2369,50,20241031,03452,19.0,"Norden, Stadt",,50.0,,,3,Niedersachsen
2370,50,20241031,03452,20.0,"Norderney, Stadt",,50.0,,,3,Niedersachsen
2371,50,20241031,03452,23.0,Südbrookmerland,,50.0,,,3,Niedersachsen
2372,50,20241031,03452,25.0,"Wiesmoor, Stadt",,50.0,,,3,Niedersachsen
2373,50,20241031,03452,27.0,Dornum,,50.0,,,3,Niedersachsen
2374,50,20241031,03452,5401.0,Brookmerland,Marienhafe,52.0,,,3,Niedersachsen
2375,50,20241031,03452,5403.0,Hage,Hage,52.0,,,3,Niedersachsen
2376,50,20241031,03452,9501.0,"Nordseeinsel Memmert, gemfr. Gebiet",,50.0,,,3,Niedersachsen
2403,50,20241031,03453,1.0,Barßel,,50.0,,,3,Niedersachsen
2404,50,20241031,03453,2.0,Bösel,,50.0,,,3,Niedersachsen
2405,50,20241031,03453,3.0,Cappeln (Oldenburg),,50.0,,,3,Niedersachsen
2406,50,20241031,03453,4.0,"Cloppenburg, Stadt",,50.0,,,3,Niedersachsen
2407,50,20241031,03453,5.0,Emstek,,50.0,,,3,Niedersachsen
2408,50,20241031,03453,6.0,Essen (Oldenburg),,50.0,,,3,Niedersachsen
2409,50,20241031,03453,7.0,"Friesoythe, Stadt",,50.0,,,3,Niedersachsen
2410,50,20241031,03453,8.0,Garrel,,50.0,,,3,Niedersachsen
2411,50,20241031,03453,9.0,Lastrup,,50.0,,,3,Niedersachsen
2412,50,20241031,03453,10.0,Lindern (Oldenburg),,50.0,,,3,Niedersachsen
2413,50,20241031,03453,11.0,"Löningen, Stadt",,50.0,,,3,Niedersachsen
2414,50,20241031,03453,12.0,Molbergen,,50.0,,,3,Niedersachsen
2415,50,20241031,03453,13.0,Saterland,,50.0,,,3,Niedersachsen
2430,50,20241031,03454,10.0,Emsbüren,,50.0,,,3,Niedersachsen
2431,50,20241031,03454,14.0,Geeste,,50.0,,,3,Niedersachsen
2432,50,20241031,03454,18.0,"Haren (Ems), Stadt",,50.0,,,3,Niedersachsen
2433,50,20241031,03454,19.0,"Haselünne, Stadt",,50.0,,,3,Niedersachsen
2434,50,20241031,03454,32.0,"Lingen (Ems), Stadt",,50.0,,,3,Niedersachsen
2435,50,20241031,03454,35.0,"Meppen, Stadt",,50.0,,,3,Niedersachsen
2436,50,20241031,03454,41.0,"Papenburg, Stadt",,50.0,,,3,Niedersachsen
2437,50,20241031,03454,44.0,Rhede (Ems),,50.0,,,3,Niedersachsen
2438,50,20241031,03454,45.0,Salzbergen,,50.0,,,3,Niedersachsen
2439,50,20241031,03454,54.0,Twist,,50.0,,,3,Niedersachsen
2440,50,20241031,03454,5401.0,Dörpen,Dörpen,52.0,,,3,Niedersachsen
2441,50,20241031,03454,5402.0,Freren,Freren,52.0,,,3,Niedersachsen
2442,50,20241031,03454,5403.0,Herzlake,Herzlake,52.0,,,3,Niedersachsen
2443,50,20241031,03454,5404.0,Lathen,Lathen,52.0,,,3,Niedersachsen
2444,50,20241031,03454,5405.0,Lengerich,Lengerich,52.0,,,3,Niedersachsen
2445,50,20241031,03454,5406.0,Nordhümmling,Esterwegen,52.0,,,3,Niedersachsen
2446,50,20241031,03454,5407.0,Sögel,Sögel,52.0,,,3,Niedersachsen
2447,50,20241031,03454,5408.0,Spelle,Spelle,52.0,,,3,Niedersachsen
2448,50,20241031,03454,5409.0,Werlte,Werlte,52.0,,,3,Niedersachsen
2510,50,20241031,03455,7.0,"Jever, Stadt",,50.0,,,3,Niedersachsen
2511,50,20241031,03455,14.0,Sande,,50.0,,,3,Niedersachsen
2512,50,20241031,03455,15.0,"Schortens, Stadt",,50.0,,,3,Niedersachsen
2513,50,20241031,03455,20.0,Wangerland,,50.0,,,3,Niedersachsen
2514,50,20241031,03455,21.0,"Wangerooge, Nordseebad",,50.0,,,3,Niedersachsen
2515,50,20241031,03455,25.0,Bockhorn,,50.0,,,3,Niedersachsen
2516,50,20241031,03455,26.0,"Varel, Stadt",,50.0,,,3,Niedersachsen
2517,50,20241031,03455,27.0,Zetel,,50.0,,,3,Niedersachsen
2527,50,20241031,03456,1.0,"Bad Bentheim, Stadt",,50.0,,,3,Niedersachsen
2528,50,20241031,03456,15.0,"Nordhorn, Stadt",,50.0,,,3,Niedersachsen
2529,50,20241031,03456,25.0,Wietmarschen,,50.0,,,3,Niedersachsen
2530,50,20241031,03456,5401.0,Emlichheim,Emlichheim,52.0,,,3,Niedersachsen
2531,50,20241031,03456,5402.0,Neuenhaus,Neuenhaus,52.0,,,3,Niedersachsen
2532,50,20241031,03456,5403.0,Schüttorf,Schüttorf,52.0,,,3,Niedersachsen
2533,50,20241031,03456,5404.0,Uelsen,Uelsen,52.0,,,3,Niedersachsen
2560,50,20241031,03457,2.0,"Borkum, Stadt",,50.0,,,3,Niedersachsen
2561,50,20241031,03457,12.0,Jemgum,,50.0,,,3,Niedersachsen
2562,50,20241031,03457,13.0,"Leer (Ostfriesland), Stadt",,50.0,,,3,Niedersachsen
2563,50,20241031,03457,14.0,Moormerland,,50.0,,,3,Niedersachsen
2564,50,20241031,03457,17.0,Ostrhauderfehn,,50.0,,,3,Niedersachsen
2565,50,20241031,03457,18.0,Rhauderfehn,,50.0,,,3,Niedersachsen
2566,50,20241031,03457,20.0,Uplengen,,50.0,,,3,Niedersachsen
2567,50,20241031,03457,21.0,"Weener, Stadt",,50.0,,,3,Niedersachsen
2568,50,20241031,03457,22.0,Westoverledingen,,50.0,,,3,Niedersachsen
2569,50,20241031,03457,24.0,Bunde,,50.0,,,3,Niedersachsen
2570,50,20241031,03457,5402.0,Hesel,Hesel,52.0,,,3,Niedersachsen
2571,50,20241031,03457,5403.0,Jümme,Filsum,52.0,,,3,Niedersachsen
2572,50,20241031,03457,9501.0,"Insel Lütje Hörn, gemfr. Gebiet",,50.0,,,3,Niedersachsen
2594,50,20241031,03458,3.0,Dötlingen,,50.0,,,3,Niedersachsen
2595,50,20241031,03458,5.0,Ganderkesee,,50.0,,,3,Niedersachsen
2596,50,20241031,03458,7.0,Großenkneten,,50.0,,,3,Niedersachsen
2597,50,20241031,03458,9.0,Hatten,,50.0,,,3,Niedersachsen
2598,50,20241031,03458,10.0,Hude (Oldb),,50.0,,,3,Niedersachsen
2599,50,20241031,03458,13.0,Wardenburg,,50.0,,,3,Niedersachsen
2600,50,20241031,03458,14.0,"Wildeshausen, Stadt",,50.0,,,3,Niedersachsen
2601,50,20241031,03458,5401.0,Harpstedt,Harpstedt,52.0,,,3,Niedersachsen
2618,50,20241031,03459,3.0,Bad Essen,,50.0,,,3,Niedersachsen
2619,50,20241031,03459,4.0,"Bad Iburg, Stadt",,50.0,,,3,Niedersachsen
2620,50,20241031,03459,5.0,Bad Laer,,50.0,,,3,Niedersachsen
2621,50,20241031,03459,6.0,Bad Rothenfelde,,50.0,,,3,Niedersachsen
2622,50,20241031,03459,8.0,Belm,,50.0,,,3,Niedersachsen
2623,50,20241031,03459,12.0,Bissendorf,,50.0,,,3,Niedersachsen
2624,50,20241031,03459,13.0,Bohmte,,50.0,,,3,Niedersachsen
2625,50,20241031,03459,14.0,"Bramsche, Stadt",,50.0,,,3,Niedersachsen
2626,50,20241031,03459,15.0,"Dissen am Teutoburger Wald, Stadt",,50.0,,,3,Niedersachsen
2627,50,20241031,03459,19.0,"Georgsmarienhütte, Stadt",,50.0,,,3,Niedersachsen
2628,50,20241031,03459,20.0,Hagen am Teutoburger Wald,,50.0,,,3,Niedersachsen
2629,50,20241031,03459,21.0,Hasbergen,,50.0,,,3,Niedersachsen
2630,50,20241031,03459,22.0,Hilter am Teutoburger Wald,,50.0,,,3,Niedersachsen
2631,50,20241031,03459,24.0,"Melle, Stadt",,50.0,,,3,Niedersachsen
2632,50,20241031,03459,29.0,Ostercappeln,,50.0,,,3,Niedersachsen
2633,50,20241031,03459,33.0,Wallenhorst,,50.0,,,3,Niedersachsen
2634,50,20241031,03459,34.0,Glandorf,,50.0,,,3,Niedersachsen
2635,50,20241031,03459,5401.0,Artland,Quakenbrück,52.0,,,3,Niedersachsen
2636,50,20241031,03459,5402.0,Bersenbrück,Bersenbrück,52.0,,,3,Niedersachsen
2637,50,20241031,03459,5403.0,Fürstenau,Fürstenau,52.0,,,3,Niedersachsen
2638,50,20241031,03459,5404.0,Neuenkirchen,Neuenkirchen,52.0,,,3,Niedersachsen
2674,50,20241031,03460,1.0,Bakum,,50.0,,,3,Niedersachsen
2675,50,20241031,03460,2.0,"Damme, Stadt",,50.0,,,3,Niedersachsen
2676,50,20241031,03460,3.0,"Dinklage, Stadt",,50.0,,,3,Niedersachsen
2677,50,20241031,03460,4.0,Goldenstedt,,50.0,,,3,Niedersachsen
2678,50,20241031,03460,5.0,Holdorf,,50.0,,,3,Niedersachsen
2679,50,20241031,03460,6.0,"Lohne (Oldenburg), Stadt",,50.0,,,3,Niedersachsen
2680,50,20241031,03460,7.0,Neuenkirchen-Vörden,,50.0,,,3,Niedersachsen
2681,50,20241031,03460,8.0,Steinfeld (Oldenburg),,50.0,,,3,Niedersachsen
2682,50,20241031,03460,9.0,"Vechta, Stadt",,50.0,,,3,Niedersachsen
2683,50,20241031,03460,10.0,Visbek,,50.0,,,3,Niedersachsen
2695,50,20241031,03461,1.0,Berne,,50.0,,,3,Niedersachsen
2696,50,20241031,03461,2.0,"Brake (Unterweser), Stadt",,50.0,,,3,Niedersachsen
2697,50,20241031,03461,3.0,Butjadingen,,50.0,,,3,Niedersachsen
2698,50,20241031,03461,4.0,"Elsfleth, Stadt",,50.0,,,3,Niedersachsen
2699,50,20241031,03461,5.0,Jade,,50.0,,,3,Niedersachsen
2700,50,20241031,03461,6.0,Lemwerder,,50.0,,,3,Niedersachsen
2701,50,20241031,03461,7.0,"Nordenham, Stadt",,50.0,,,3,Niedersachsen
2702,50,20241031,03461,8.0,Ovelgönne,,50.0,,,3,Niedersachsen
2703,50,20241031,03461,9.0,Stadland,,50.0,,,3,Niedersachsen
2714,50,20241031,03462,5.0,Friedeburg,,50.0,,,3,Niedersachsen
2715,50,20241031,03462,7.0,Langeoog,,50.0,,,3,Niedersachsen
2716,50,20241031,03462,14.0,Spiekeroog,,50.0,,,3,Niedersachsen
2717,50,20241031,03462,19.0,"Wittmund, Stadt",,50.0,,,3,Niedersachsen
2718,50,20241031,03462,5401.0,Esens,Esens,52.0,,,3,Niedersachsen
2719,50,20241031,03462,5402.0,Holtriem,Westerholt,52.0,,,3,Niedersachsen
