Tabelle: 1000X-0001
Personen: Amtliche Einwohnerzahl und Fläche (Gemeinden);;;;
Bevölkerung kompakt;;;;;;;
09.05.2011;;;;;;;
;;Personen;;Fläche;;Bevölkerungsdichte;
;;Anzahl;Anzahl;qkm;qkm;Ew/qkm;Ew/qkm
010565660026;Hemdingen;1634;e;16,42;e;100;e
010565660034;Langeln;520;e;10,28;e;51;e
010565660035;Lutzhorn;805;e;21,72;e;37;e
010565687005;Bönningstedt;4429;e;12,05;e;368;e
010565687009;Borstel-Hohenraden;2242;e;14,88;e;151;e
010565687013;Ellerbek;4103;e;9,11;e;450;e
010565687021;Hasloh;3312;e;11,07;e;299;e
010565687032;Kummerfeld;2098;e;6,50;e;323;e
010565687040;Prisdorf;2156;e;5,23;e;412;e
010565687047;Tangstedt (Kreis Pinneberg);2199;e;12,52;e;176;e
010570008008;Bönebüttel;2024;e;20,40;e;99;e
010570057057;Plön, Stadt;8686;e;36,73;e;236;e
010570062062;Preetz, Stadt;15471;e;14,40;e;1074;e
010570091091;Schwentinental, Stadt;13551;e;17,82;e;760;e
010575727004;Behrensdorf (Ostsee);628;e;20,85;e;30;e
010575727007;Blekendorf;1766;e;38,34;e;46;e
010575727013;Dannau;665;e;9,12;e;73;e
010575727021;Giekau;1100;e;32,80;e;34;e
010575727026;Helmstorf;330;e;12,73;e;26;e
010575727027;Högsdorf;423;e;10,92;e;39;e
010575727029;Hohenfelde (Kreis Plön);1066;e;10,54;e;101;e
010575727030;Hohwacht (Ostsee);885;e;8,78;e;101;e
010575727034;Kirchnüchel;177;e;10,09;e;18;e
010575727035;Klamp;747;e;9,72;e;77;e
010575727038;Kletkamp;107;e;11,52;e;9;e
010575727048;Lütjenburg, Stadt;5469;e;6,15;e;889;e
010575727055;Panker;1449;e;22,76;e;64;e
010575727076;Schwartbuck;812;e;13,15;e;62;e
010575727082;Tröndel;389;e;7,58;e;51;e
010575739001;Ascheberg (Holstein);3144;e;20,93;e;150;e
010575739009;Bösdorf;1365;e;21,10;e;65;e
010575739015;Dersau;865;e;7,51;e;115;e
010575739017;Dörnick;272;e;4,30;e;63;e
010575739022;Grebin;909;e;24,14;e;38;e
010575739032;Kalübbe;567;e;11,80;e;48;e
010575739045;Lebrade;600;e;18,59;e;32;e
010575739053;Nehmten;295;e;22,04;e;13;e
010575739065;Rantzau;344;e;16,91;e;20;e
010575739067;Rathjensdorf;501;e;11,79;e;42;e
010575739089;Wittmoldt;171;e;5,71;e;30;e
010575747002;Barmissen;154;e;5,15;e;30;e
010575747010;Boksee;446;e;5,53;e;81;e
010575747011;Bothkamp;270;e;13,85;e;19;e
010575747023;Großbarkau;187;e;2,93;e;64;e
010575747031;Honigsee;435;e;11,27;e;39;e
010575747033;Kirchbarkau;748;e;2,16;e;346;e
010575747037;Klein Barkau;264;e;4,19;e;63;e
010575747042;Kühren;653;e;16,81;e;39;e
010575747046;Lehmkuhlen;1373;e;31,26;e;44;e
010575747047;Löptin;314;e;9,08;e;35;e
010575747054;Nettelsee;430;e;6,47;e;66;e
010575747058;Pohnsdorf;460;e;24,62;e;19;e
010575747059;Postfeld;461;e;8,33;e;55;e
010575747066;Rastorf;853;e;20,01;e;43;e
010575747070;Schellhorn;1541;e;10,54;e;146;e
010575747084;Wahlstorf (Kreis Plön);505;e;14,83;e;34;e
010575747086;Warnau;366;e;3,98;e;92;e
010575755003;Barsbek;544;e;8,73;e;62;e
010575755006;Bendfeld;222;e;4,41;e;50;e
010575755012;Brodersdorf;419;e;3,63;e;115;e
010575755018;Fahren;144;e;3,60;e;40;e
010575755020;Fiefbergen;574;e;5,80;e;99;e
010575755028;Höhndorf;414;e;5,63;e;74;e
010575755039;Köhn;812;e;13,16;e;62;e
010575755040;Krokau;457;e;4,45;e;103;e
010575755041;Krummbek;404;e;5,48;e;74;e
010575755043;Laboe;4920;e;5,23;e;941;e
010575755049;Lutterbek;371;e;3,23;e;115;e
010575755056;Passade;335;e;4,32;e;78;e
010575755060;Prasdorf;452;e;4,77;e;95;e
010575755063;Probsteierhagen;2045;e;14,95;e;137;e
010575755073;Schönberg (Holstein);6078;e;11,64;e;522;e
010575755078;Stakendorf;457;e;7,97;e;57;e
010575755079;Stein;807;e;3,81;e;212;e
010575755081;Stoltenberg;310;e;7,78;e;40;e
010575755087;Wendtorf;1032;e;5,12;e;202;e
010575755088;Wisch (Kreis Plön);693;e;9,18;e;75;e
010575775016;Dobersdorf;1103;e;21,91;e;50;e
010575775044;Lammershagen;262;e;25,97;e;10;e
010575775050;Martensrade;987;e;19,53;e;51;e
010575775052;Mucheln;586;e;14,28;e;41;e
010575775072;Schlesen;502;e;7,99;e;63;e
010575775077;Selent;1358;e;4,33;e;314;e
010575775090;Fargau-Pratjau;760;e;23,53;e;32;e
010575782025;Heikendorf;8193;e;14,72;e;557;e
010575782051;Mönkeberg;3813;e;2,78;e;1372;e
010575782074;Schönkirchen;6288;e;15,95;e;394;e
010575785005;Belau;364;e;14,89;e;24;e
010575785024;Großharrie;539;e;13,16;e;41;e
010575785068;Rendswühren;803;e;19,75;e;41;e
010575785069;Ruhwinkel;962;e;13,13;e;73;e
010575785071;Schillsdorf;887;e;26,50;e;33;e
010575785080;Stolpe (Kreis Plön);1268;e;23,21;e;55;e
010575785083;Tasdorf;366;e;5,10;e;72;e
010575785085;Wankendorf;2907;e;13,34;e;218;e
010580005005;Altenholz;9815;e;19,03;e;516;e
010580034034;Büdelsdorf, Stadt;9996;e;6,48;e;1543;e
010580043043;Eckernförde, Stadt;21943;e;18,39;e;1193;e
010580077077;Hohenwestedt;5058;e;18,18;e;278;e
010580092092;Kronshagen;11767;e;5,35;e;2199;e
010580135135;Rendsburg, Stadt;27594;e;23,73;e;1163;e
010580169169;Wasbek;2227;e;23,49;e;95;e
010585803001;Achterwehr;982;e;15,65;e;63;e
010585803028;Bredenbek;1400;e;12,43;e;113;e
010585803050;Felde;2044;e;13,87;e;147;e
010585803093;Krummwisch;672;e;13,91;e;48;e
010585803104;Melsdorf;1726;e;5,88;e;294;e
010585803126;Ottendorf (Kreis Rendsburg-Eckernförde);860;e;3,55;e;242;e
010585803130;Quarnbek;1780;e;16,18;e;110;e
010585803171;Westensee;1543;e;36,91;e;42;e
010585808007;Arpsdorf;269;e;12,10;e;22;e
010585808009;Aukrug;3733;e;49,91;e;75;e
010585808044;Ehndorf;643;e;14,68;e;44;e
010585808128;Padenstedt;1536;e;14,60;e;105;e
010585822037;Dänischenhagen;3964;e;15,71;e;252;e
010585822116;Noer;863;e;13,90;e;62;e
010585822150;Schwedeneck;2889;e;28,54;e;101;e
010585822157;Strande;1523;e;13,73;e;111;e
010585824051;Felm;1110;e;15,33;e;72;e
010585824058;Gettorf;6950;e;9,35;e;743;e
010585824096;Lindau;1250;e;25,18;e;50;e
010585824110;Neudorf-Bornstein;1043;e;14,17;e;74;e
010585824112;Neuwittenbek;1185;e;13,12;e;90;e
010585824121;Osdorf;2392;e;19,88;e;120;e
010585824142;Schinkel;1020;e;10,21;e;100;e
010585824165;Tüttendorf;1085;e;17,74;e;61;e
010585830019;Böhnhusen;307;e;5,29;e;58;e
010585830053;Flintbek;7349;e;17,57;e;418;e
010585830145;Schönhorst;335;e;3,55;e;94;e
010585830160;Techelsdorf;149;e;4,35;e;34;e
010585833003;Alt Duvenstedt;1860;e;20,42;e;91;e
010585833054;Fockbek;6343;e;26,65;e;238;e
010585833118;Nübbel;1573;e;14,02;e;112;e
010585833136;Rickert;1094;e;5,52;e;198;e
010585839013;Beldorf;295;e;11,96;e;25;e
010585839014;Bendorf;469;e;20,47;e;23;e
010585839025;Bornholt;170;e;10,94;e;16;e
010585839061;Gokels;614;e;10,64;e;58;e
010585839072;Hanerau-Hademarschen;3041;e;14,63;e;208;e
010585839100;Lütjenwestedt;581;e;22,32;e;26;e
010585839119;Oldenbüttel;285;e;7,97;e;36;e
010585839151;Seefeld (Kreis Rendsburg-Eckernförde);376;e;6,77;e;56;e
010585839156;Steenfeld;386;e;11,48;e;34;e
010585839158;Tackesdorf;78;e;7,65;e;10;e
010585839161;Thaden;266;e;11,98;e;22;e
010585844015;Beringstedt;716;e;14,29;e;50;e
010585844062;Grauel;249;e;5,73;e;43;e
010585844074;Heinkenborstel;141;e;7,55;e;19;e
010585844085;Jahrsdorf;266;e;8,77;e;30;e
010585844103;Meezen;364;e;8,76;e;42;e
010585844106;Mörel;253;e;8,69;e;29;e
010585844113;Nienborstel;599;e;16,37;e;37;e
010585844115;Nindorf (Kreis Rendsburg-Eckernförde);630;e;14,04;e;45;e
010585844125;Osterstedt;655;e;10,95;e;60;e
010585844131;Rade b. Hohenwestedt;87;e;3,21;e;27;e
010585844134;Remmels;429;e;9,49;e;45;e
010585844159;Tappendorf;343;e;6,69;e;51;e
010585844164;Todenbüttel;1033;e;11,78;e;88;e
010585844167;Wapelfeld;321;e;8,11;e;40;e
010585847010;Bargstall;144;e;4,62;e;31;e
010585847029;Breiholz;1413;e;18,49;e;76;e
010585847036;Christiansholm;233;e;8,42;e;28;e
010585847047;Elsdorf-Westermühlen;1680;e;27,48;e;61;e
010585847055;Friedrichsgraben;63;e;5,39;e;12;e
010585847056;Friedrichsholm;426;e;7,13;e;60;e
010585847070;Hamdorf;1273;e;30,59;e;42;e
010585847078;Hohn;2404;e;31,94;e;75;e
010585847089;Königshügel;165;e;6,26;e;26;e
010585847097;Lohe-Föhrden;500;e;16,03;e;31;e
010585847129;Prinzenmoor;184;e;5,60;e;33;e
010585847154;Sophienhamm;342;e;5,91;e;58;e
010585853031;Brinjahe;128;e;4,66;e;27;e
010585853048;Embühren;235;e;7,45;e;32;e
010585853068;Haale;512;e;13,03;e;39;e
010585853071;Hamweddel;470;e;9,67;e;49;e
010585853075;Hörsten;55;e;8,82;e;6;e
010585853086;Jevenstedt;3269;e;45,55;e;72;e
010585853101;Luhnstedt;440;e;15,34;e;29;e
010585853148;Schülp b. Rendsburg;1114;e;10,71;e;104;e
010585853155;Stafstedt;349;e;11,83;e;30;e
010585853172;Westerrönfeld;4932;e;7,78;e;634;e
010585859018;Blumenthal;703;e;7,80;e;90;e
010585859105;Mielkendorf;1385;e;7,78;e;178;e
010585859107;Molfsee;4747;e;7,17;e;662;e
010585859138;Rodenbek;493;e;7,09;e;70;e
010585859139;Rumohr;801;e;8,60;e;93;e
010585859141;Schierensee;399;e;9,18;e;43;e
010585864011;Bargstedt (Kreis Rendsburg-Eckernförde);729;e;25,32;e;29;e
010585864021;Bokel (Kreis Rendsburg-Eckernförde);660;e;15,27;e;43;e
010585864023;Borgdorf-Seedorf;402;e;6,63;e;61;e
010585864027;Brammer;390;e;13,66;e;29;e
010585864038;Dätgen;540;e;10,61;e;51;e
010585864045;Eisendorf;294;e;5,49;e;54;e
010585864046;Ellerdorf;515;e;10,20;e;50;e
010585864049;Emkendorf;1416;e;38,93;e;36;e
010585864059;Gnutz;1210;e;22,93;e;53;e
010585864065;Groß Vollstedt;959;e;9,02;e;106;e
010585864091;Krogaspe;450;e;11,82;e;38;e
010585864094;Langwedel;1513;e;24,22;e;62;e
010585864117;Nortorf, Stadt;6670;e;12,77;e;522;e
010585864120;Oldenhütten;160;e;4,33;e;37;e
010585864147;Schülp b. Nortorf;786;e;9,86;e;80;e
010585864163;Timmaspe;1097;e;15,36;e;71;e
010585864168;Warder;604;e;8,71;e;69;e
010585888026;Bovenau;1098;e;26,20;e;42;e
010585888073;Haßmoor;278;e;10,28;e;27;e
010585888122;Ostenfeld (Rendsburg);548;e;7,27;e;75;e
010585888124;Osterrönfeld;5188;e;17,89;e;290;e
010585888132;Rade b. Rendsburg;219;e;6,52;e;34;e
010585888140;Schacht-Audorf;4493;e;6,52;e;689;e
010585888146;Schülldorf;660;e;12,99;e;51;e
010585889016;Bissee;173;e;9,27;e;19;e
010585889022;Bordesholm;7513;e;10,16;e;739;e
010585889033;Brügge;1031;e;7,86;e;131;e
010585889063;Grevenkrug;222;e;4,16;e;53;e
010585889064;Groß Buchwald;360;e;8,95;e;40;e
010585889076;Hoffeld (Kreis Rendsburg-Eckernförde);140;e;6,62;e;21;e
010585889098;Loop;182;e;8,34;e;22;e
010585889108;Mühbrook;518;e;5,30;e;98;e
010585889109;Negenharrie;353;e;12,43;e;28;e
010585889133;Reesdorf;151;e;3,07;e;49;e
010585889143;Schmalstede;256;e;4,81;e;53;e
010585889144;Schönbek;187;e;6,11;e;31;e
010585889153;Sören;190;e;6,51;e;29;e
010585889170;Wattenbek;2877;e;6,05;e;476;e
010585890008;Ascheffel;993;e;10,39;e;96;e
010585890024;Borgstedt;1348;e;9,15;e;147;e
010585890030;Brekendorf;1007;e;20,47;e;49;e
010585890035;Bünsdorf;649;e;13,24;e;49;e
010585890039;Damendorf;429;e;7,48;e;57;e
010585890066;Groß Wittensee;1183;e;23,60;e;50;e
010585890069;Haby;524;e;5,79;e;91;e
010585890080;Holtsee;1283;e;21,71;e;59;e
010585890081;Holzbunge;345;e;5,19;e;66;e
010585890083;Hütten (Kreis Rendsburg-Eckernförde);207;e;6,91;e;30;e
010585890088;Klein Wittensee;201;e;4,30;e;47;e
010585890111;Neu Duvenstedt;126;e;5,71;e;22;e
010585890123;Osterby (Kreis Rendsburg-Eckernförde);932;e;9,84;e;95;e
010585890127;Owschlag;3621;e;39,32;e;92;e
010585890152;Sehestedt;834;e;15,25;e;55;e
010585890175;Ahlefeld-Bistensee;483;e;10,04;e;48;e
010585893004;Altenhof (Kreis Rendsburg-Eckernförde);308;e;12,13;e;25;e
010585893012;Barkelsby;1450;e;17,87;e;81;e
010585893032;Brodersby (Kreis Rendsburg-Eckernförde);702;e;9,79;e;72;e
010585893040;Damp;1467;e;13,81;e;106;e
010585893042;Dörphof;709;e;15,02;e;47;e
010585893052;Fleckeby;2104;e;12,31;e;171;e
010585893057;Gammelby;544;e;8,30;e;66;e
010585893067;Güby;736;e;11,89;e;62;e
010585893082;Holzdorf;905;e;17,35;e;52;e
010585893084;Hummelfeld;289;e;7,98;e;36;e
010585893087;Karby;600;e;2,09;e;287;e
010585893090;Kosel;1393;e;30,00;e;46;e
010585893099;Loose;773;e;13,11;e;59;e
010585893102;Goosefeld;754;e;9,81;e;77;e
010585893137;Rieseby;2602;e;38,85;e;67;e
010585893162;Thumby;477;e;27,39;e;17;e
010585893166;Waabs;1412;e;33,27;e;42;e
010585893173;Windeby;1052;e;14,77;e;71;e
010585893174;Winnemark;510;e;9,58;e;53;e
010590045045;Kappeln, Stadt;8921;e;43,32;e;206;e
010590075075;Schleswig, Stadt;23701;e;24,30;e;975;e
010590113113;Glücksburg (Ostsee), Stadt;5869;e;39,70;e;148;e
010590120120;Harrislee;10909;e;18,92;e;577;e
010590183183;Handewitt;10746;e;77,72;e;138;e
010595912107;Eggebek;2216;e;16,68;e;133;e
010595912128;Janneby;427;e;14,49;e;29;e
010595912131;Jerrishoe;981;e;16,00;e;61;e
010595912132;Jörl;755;e;19,68;e;38;e
010595912138;Langstedt;1029;e;13,17;e;78;e
010595912162;Sollerup;493;e;12,98;e;38;e
010595912169;Süderhackstedt;346;e;10,15;e;34;e
010595912174;Wanderup;2168;e;28,64;e;76;e
010595915012;Borgwedel;708;e;9,96;e;71;e
010595915018;Busdorf;2039;e;5,35;e;381;e
010595915019;Dannewerk;1120;e;16,65;e;67;e
010595915026;Fahrdorf;2470;e;12,00;e;206;e
010595915032;Geltorf;372;e;8,08;e;46;e
010595915043;Jagel;962;e;11,89;e;81;e
010595915056;Lottorf;218;e;5,78;e;38;e
010595915078;Selk;854;e;10,07;e;85;e
010595919101;Tastrup;438;e;4,16;e;105;e
010595919103;Ausacker;520;e;9,13;e;57;e
010595919116;Großsolt;1828;e;25,07;e;73;e
010595919126;Hürup;1218;e;16,20;e;75;e
010595919127;Husby;2237;e;19,31;e;116;e
010595919141;Maasbüll;734;e;7,71;e;95;e
010595919182;Freienwill;1555;e;15,30;e;102;e
010595920002;Arnis, Stadt;320;e;0,45;e;711;e
010595920034;Grödersby;227;e;6,64;e;34;e
010595920067;Oersberg;310;e;7,09;e;44;e
010595920068;Rabenkirchen-Faulück;657;e;14,21;e;46;e
010595937106;Dollerup;1025;e;13,08;e;78;e
010595937118;Grundhof;866;e;11,56;e;75;e
010595937137;Langballig;1570;e;15,42;e;102;e
010595937145;Munkbrarup;1092;e;13,27;e;82;e
010595937157;Ringsberg;537;e;5,25;e;102;e
010595937176;Wees;2262;e;12,74;e;178;e
010595937178;Westerholz;771;e;14,74;e;52;e
010595940159;Sieverstedt;1658;e;31,01;e;53;e
010595940171;Tarp;5147;e;16,36;e;315;e
010595940184;Oeversee;3322;e;36,26;e;92;e
010595949038;Havetoftloit;921;e;14,86;e;62;e
010595949069;Rüde;362;e;6,10;e;59;e
010595949071;Satrup;3615;e;23,99;e;151;e
010595949076;Schnarup-Thumby;576;e;10,72;e;54;e
010595949161;Sörup;4340;e;44,32;e;98;e
010595952105;Böxlund;105;e;4,40;e;24;e
010595952115;Großenwiehe;2883;e;30,20;e;95;e
010595952123;Hörup;649;e;18,15;e;36;e
010595952124;Holt;172;e;13,42;e;13;e
010595952129;Jardelund;311;e;16,63;e;19;e
010595952143;Medelby;880;e;9,75;e;90;e
010595952144;Meyn;689;e;12,40;e;56;e
010595952149;Nordhackstedt;493;e;12,47;e;40;e
010595952151;Osterby (Kreis Schleswig-Flensburg);317;e;12,35;e;26;e
010595952158;Schafflund;2483;e;19,09;e;130;e
010595952173;Wallsbüll;906;e;13,23;e;68;e
010595952177;Weesby;465;e;21,44;e;22;e
010595952179;Lindewitt;2009;e;53,27;e;38;e
010595974006;Böel;746;e;13,66;e;55;e
010595974011;Boren;754;e;18,48;e;41;e
010595974014;Brebel;390;e;6,96;e;56;e
010595974021;Dollrottfeld;265;e;4,99;e;53;e
010595974022;Ekenis;210;e;8,00;e;26;e
010595974047;Kiesby;203;e;3,66;e;55;e
010595974055;Loit;265;e;6,69;e;40;e
010595974060;Mohrkirch;1040;e;14,42;e;72;e
010595974063;Norderbrarup;645;e;3,98;e;162;e
010595974065;Nottfeld;145;e;3,18;e;46;e
010595974070;Rügge;241;e;6,01;e;40;e
010595974072;Saustrup;212;e;8,14;e;26;e
010595974074;Scheggerott;378;e;6,32;e;60;e
010595974080;Steinfeld (Kreis Schleswig-Flensburg);760;e;8,73;e;87;e
010595974083;Süderbrarup;4146;e;8,10;e;512;e
010595974094;Ulsnis;689;e;19,81;e;35;e
010595974095;Wagersrott;248;e;5,64;e;44;e
010595987008;Böklund;1480;e;7,88;e;188;e
010595987016;Brodersby (Kreis Schleswig-Flensburg);526;e;10,36;e;51;e
010595987033;Goltoft;232;e;3,09;e;75;e
010595987037;Havetoft;924;e;14,53;e;64;e
010595987042;Idstedt;860;e;13,35;e;64;e
010595987049;Klappholz;510;e;8,22;e;62;e
010595987062;Neuberend;1097;e;4,42;e;248;e
010595987073;Schaalby;1662;e;25,00;e;66;e
010595987081;Stolk;820;e;14,54;e;56;e
010595987082;Struxdorf;645;e;13,40;e;48;e
010595987084;Süderfahrenstedt;512;e;9,15;e;56;e
010595987086;Taarstedt;881;e;13,69;e;64;e
010595987090;Tolk;1075;e;10,44;e;103;e
010595987093;Ülsby;440;e;10,59;e;42;e
010595987097;Twedt;518;e;12,52;e;41;e
010595987098;Nübel;1335;e;18,32;e;73;e
010595990102;Ahneby;227;e;3,80;e;60;e
010595990109;Esgrus;804;e;18,06;e;45;e
010595990112;Gelting;1956;e;20,02;e;98;e
010595990121;Hasselberg;892;e;11,30;e;79;e
010595990136;Kronsgaard;243;e;5,92;e;41;e
010595990142;Maasholm;641;e;8,40;e;76;e
010595990147;Nieby;160;e;8,07;e;20;e
010595990148;Niesgrau;615;e;9,89;e;62;e
010595990152;Pommerby;168;e;5,55;e;30;e
010595990153;Quern;1289;e;22,74;e;57;e
010595990154;Rabel;646;e;8,84;e;73;e
010595990155;Rabenholz;295;e;5,80;e;51;e
010595990163;Stangheck;227;e;10,00;e;23;e
010595990164;Steinberg (Kreis Schleswig-Flensburg);865;e;16,24;e;53;e
010595990165;Steinbergkirche;1470;e;13,01;e;113;e
010595990167;Sterup;1412;e;17,14;e;82;e
010595990168;Stoltebüll;791;e;16,40;e;48;e
010595993010;Bollingstedt;1497;e;27,05;e;55;e
010595993023;Ellingstedt;823;e;21,49;e;38;e
010595993039;Hollingstedt (Kreis Schleswig-Flensburg);1030;e;17,51;e;59;e
010595993041;Hüsby;766;e;9,68;e;79;e
010595993044;Jübek;2605;e;15,58;e;167;e
010595993057;Lürschau;1130;e;16,51;e;68;e
010595993077;Schuby;2574;e;23,94;e;108;e
010595993079;Silberstedt;2188;e;37,91;e;58;e
010595993092;Treia;1486;e;21,72;e;68;e
010595996001;Alt Bennebek;360;e;14,09;e;26;e
010595996005;Bergenhusen;722;e;18,22;e;40;e
010595996009;Börm;756;e;18,71;e;40;e
010595996020;Dörpstedt;547;e;16,61;e;33;e
010595996024;Erfde;1988;e;33,95;e;59;e
010595996035;Groß Rheide;914;e;15,37;e;59;e
010595996050;Klein Bennebek;536;e;25,63;e;21;e
010595996051;Klein Rheide;346;e;12,82;e;27;e
010595996053;Kropp;6070;e;31,94;e;190;e
010595996058;Meggerdorf;699;e;24,11;e;29;e
010595996064;Norderstapel;815;e;15,92;e;51;e
010595996085;Süderstapel;1035;e;16,94;e;61;e
010595996087;Tetenhusen;952;e;23,13;e;41;e
010595996088;Tielen;304;e;13,33;e;23;e
010595996096;Wohlde;553;e;14,43;e;38;e
010600004004;Bad Bramstedt, Stadt;13605;e;24,14;e;564;e
010600005005;Bad Segeberg, Stadt;16592;e;18,87;e;879;e
010600019019;Ellerau;5790;e;7,09;e;817;e
010600039039;Henstedt-Ulzburg;26658;e;39,47;e;675;e
010600044044;Kaltenkirchen, Stadt;19709;e;23,10;e;853;e
010600063063;Norderstedt, Stadt;73913;e;58,10;e;1272;e
010600092092;Wahlstedt, Stadt;9366;e;15,75;e;595;e
010605005003;Armstedt;394;e;8,92;e;44;e
010605005009;Bimöhlen;915;e;17,23;e;53;e
010605005013;Borstel (Kreis Segeberg);114;e;5,12;e;22;e
010605005021;Föhrden-Barl;296;e;9,23;e;32;e
010605005023;Fuhlendorf (Kreis Segeberg);410;e;6,49;e;63;e
010605005027;Großenaspe;2787;e;45,62;e;61;e
010605005031;Hagen;469;e;8,20;e;57;e
010605005033;Hardebek;465;e;10,01;e;46;e
010605005035;Hasenkrug;356;e;5,20;e;68;e
010605005037;Heidmoor;320;e;18,25;e;18;e
010605005040;Hitzhusen;1279;e;7,93;e;161;e
010605005056;Mönkloh;244;e;12,52;e;19;e
010605005095;Weddelbrook;1015;e;14,05;e;72;e
010605005099;Wiemersdorf;1564;e;17,55;e;89;e
010605024012;Bornhöved;3396;e;14,12;e;241;e
010605024017;Damsdorf;231;e;7,75;e;30;e
010605024026;Gönnebek;498;e;14,87;e;33;e
010605024072;Schmalensee;445;e;8,68;e;51;e
010605024080;Stocksee;402;e;11,38;e;35;e
010605024086;Tarbek;159;e;10,02;e;16;e
010605024087;Tensfeld;725;e;7,65;e;95;e
010605024089;Trappenkamp;5058;e;3,45;e;1466;e
010605034043;Itzstedt;2391;e;7,13;e;335;e
010605034046;Kayhude;1147;e;5,25;e;218;e
010605034058;Nahe;2358;e;10,37;e;227;e
010605034065;Oering;1297;e;9,09;e;143;e
010605034076;Seth;1942;e;10,55;e;184;e
010605034085;Sülfeld;3225;e;26,05;e;124;e
010605043002;Alveslohe;2597;e;21,56;e;120;e
010605043034;Hartenholm;1772;e;15,37;e;115;e
010605043036;Hasenmoor;686;e;17,77;e;39;e
010605043054;Lentföhrden;2342;e;20,07;e;117;e
010605043064;Nützen;1156;e;21,62;e;53;e
010605043073;Schmalfeld;1888;e;19,33;e;98;e
010605048042;Hüttblek;361;e;2,75;e;131;e
010605048045;Kattendorf;846;e;9,84;e;86;e
010605048047;Kisdorf;3702;e;24,52;e;151;e
010605048066;Oersdorf;830;e;6,65;e;125;e
010605048077;Sievershütten;1173;e;7,08;e;166;e
010605048082;Struvenhütten;1046;e;12,87;e;81;e
010605048084;Stuvenborn;872;e;7,98;e;109;e
010605048094;Wakendorf II;1386;e;12,80;e;108;e
010605048100;Winsen;432;e;4,08;e;106;e
010605053007;Bark;987;e;20,44;e;48;e
010605053008;Bebensee;622;e;6,68;e;93;e
010605053022;Fredesdorf;388;e;5,90;e;66;e
010605053029;Groß Niendorf (Kreis Segeberg);668;e;10,68;e;63;e
010605053041;Högersdorf;418;e;4,94;e;85;e
010605053051;Kükels;449;e;8,45;e;53;e
010605053053;Leezen (Kreis Segeberg);1753;e;14,98;e;117;e
010605053057;Mözen;445;e;7,72;e;58;e
010605053062;Neversdorf;706;e;7,22;e;98;e
010605053074;Schwissel;251;e;4,44;e;57;e
010605053088;Todesfelde;1024;e;17,24;e;59;e
010605053101;Wittenborn;834;e;6,19;e;135;e
010605063011;Boostedt;4596;e;27,11;e;170;e
010605063016;Daldorf;644;e;15,16;e;42;e
010605063028;Groß Kummerfeld;1972;e;30,18;e;65;e
010605063038;Heidmühlen;715;e;17,83;e;40;e
010605063052;Latendorf;575;e;17,94;e;32;e
010605063068;Rickling;3263;e;38,94;e;84;e
010605086006;Bahrenhof;202;e;5,71;e;35;e
010605086010;Blunk;631;e;10,69;e;59;e
010605086015;Bühnsdorf;354;e;4,15;e;85;e
010605086018;Dreggers;64;e;2,79;e;23;e
010605086020;Fahrenkrug;1589;e;6,21;e;256;e
010605086024;Geschendorf;538;e;5,70;e;94;e
010605086025;Glasau;910;e;18,82;e;48;e
010605086030;Groß Rönnau;587;e;6,38;e;92;e
010605086048;Klein Gladebrügge;571;e;4,67;e;122;e
010605086049;Klein Rönnau;1517;e;4,53;e;335;e
010605086050;Krems II;426;e;11,23;e;38;e
010605086059;Negernbötel;998;e;16,97;e;59;e
010605086060;Nehms;558;e;15,31;e;36;e
010605086061;Neuengörs;766;e;13,40;e;57;e
010605086067;Pronstorf;1628;e;36,31;e;45;e
010605086069;Rohlstorf;1197;e;19,68;e;61;e
010605086070;Schackendorf;761;e;7,85;e;97;e
010605086071;Schieren;287;e;6,36;e;45;e
010605086075;Seedorf (Kreis Segeberg);2171;e;48,92;e;44;e
010605086079;Stipsdorf;207;e;3,51;e;59;e
010605086081;Strukdorf;255;e;7,30;e;35;e
010605086090;Travenhorst;215;e;8,53;e;25;e
010605086091;Traventhal;505;e;5,37;e;94;e
010605086093;Wakendorf I;428;e;5,34;e;80;e
010605086096;Weede;1027;e;16,41;e;63;e
010605086097;Wensin;854;e;20,17;e;42;e
010605086098;Westerrade;485;e;5,63;e;86;e
010610029029;Glückstadt, Stadt;11103;e;22,76;e;488;e
010610046046;Itzehoe, Stadt;30885;e;28,03;e;1102;e
010610113113;Wilster, Stadt;4463;e;2,71;e;1647;e
010615104005;Auufer;150;e;5,12;e;29;e
010615104016;Breitenberg (Kreis Steinburg);339;e;2,90;e;117;e
010615104017;Breitenburg;971;e;10,49;e;93;e
010615104053;Kollmoor;34;e;3,34;e;10;e
010615104058;Kronsmoor;188;e;6,05;e;31;e
010615104061;Lägerdorf;2574;e;5,96;e;432;e
010615104068;Moordiek;115;e;6,30;e;18;e
010615104072;Münsterdorf;1934;e;5,12;e;378;e
010615104079;Oelixdorf;1490;e;10,50;e;142;e
010615104109;Westermoor;396;e;9,44;e;42;e
010615104115;Wittenbergen;170;e;4,59;e;37;e
010615134004;Altenmoor;234;e;6,12;e;38;e
010615134012;Blomesche Wildnis;685;e;6,92;e;99;e
010615134015;Borsfleth;787;e;15,19;e;52;e
010615134027;Engelbrechtsche Wildnis;942;e;5,13;e;184;e
010615134037;Herzhorn;1088;e;12,43;e;88;e
010615134041;Hohenfelde (Kreis Steinburg);906;e;17,94;e;51;e
